IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Bangladesh,,BDT,10/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,11/03/2010,69.22,Trading Economics
Official,Bangladesh,,BDT,12/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,15/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,16/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,17/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,18/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,19/03/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,22/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,23/03/2010,69,Trading Economics
Official,Bangladesh,,BDT,24/03/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,25/03/2010,69.22,Trading Economics
Official,Bangladesh,,BDT,26/03/2010,69.22,Trading Economics
Official,Bangladesh,,BDT,29/03/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,30/03/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,31/03/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,01/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,02/04/2010,68.75,Trading Economics
Official,Bangladesh,,BDT,05/04/2010,68.75,Trading Economics
Official,Bangladesh,,BDT,06/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,07/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,08/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,09/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,12/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,13/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,14/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,15/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,16/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,19/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,20/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,21/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,22/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,23/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,26/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,27/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,28/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,29/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,30/04/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,03/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,04/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,05/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,06/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,07/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,10/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,11/05/2010,68.95,Trading Economics
Official,Bangladesh,,BDT,12/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,13/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,14/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,17/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,18/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,19/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,20/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,21/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,24/05/2010,69.3,Trading Economics
Official,Bangladesh,,BDT,25/05/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,26/05/2010,69.35,Trading Economics
Official,Bangladesh,,BDT,27/05/2010,68.9,Trading Economics
Official,Bangladesh,,BDT,28/05/2010,68.9,Trading Economics
Official,Bangladesh,,BDT,31/05/2010,68.9,Trading Economics
Official,Bangladesh,,BDT,01/06/2010,69.3,Trading Economics
Official,Bangladesh,,BDT,02/06/2010,69.28,Trading Economics
Official,Bangladesh,,BDT,03/06/2010,69.28,Trading Economics
Official,Bangladesh,,BDT,04/06/2010,69.28,Trading Economics
Official,Bangladesh,,BDT,07/06/2010,69.33,Trading Economics
Official,Bangladesh,,BDT,08/06/2010,69.3,Trading Economics
Official,Bangladesh,,BDT,09/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,10/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,11/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,14/06/2010,69.32,Trading Economics
Official,Bangladesh,,BDT,15/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,16/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,17/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,18/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,21/06/2010,69.35,Trading Economics
Official,Bangladesh,,BDT,22/06/2010,69.38,Trading Economics
Official,Bangladesh,,BDT,23/06/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,24/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,25/06/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,28/06/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,29/06/2010,69.42,Trading Economics
Official,Bangladesh,,BDT,30/06/2010,69.5,Trading Economics
Official,Bangladesh,,BDT,01/07/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,02/07/2010,69.25,Trading Economics
Official,Bangladesh,,BDT,05/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,06/07/2010,69.42,Trading Economics
Official,Bangladesh,,BDT,07/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,08/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,09/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,12/07/2010,69.45,Trading Economics
Official,Bangladesh,,BDT,14/07/2010,69.45,Trading Economics
Official,Bangladesh,,BDT,15/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,16/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,19/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,20/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,21/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,22/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,23/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,26/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,27/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,28/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,29/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,30/07/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,02/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,03/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,04/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,05/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,06/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,09/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,10/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,11/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,12/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,13/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,16/08/2010,69.02,Trading Economics
Official,Bangladesh,,BDT,17/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,18/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,19/08/2010,69.05,Trading Economics
Official,Bangladesh,,BDT,20/08/2010,69.05,Trading Economics
Official,Bangladesh,,BDT,23/08/2010,69,Trading Economics
Official,Bangladesh,,BDT,24/08/2010,69,Trading Economics
Official,Bangladesh,,BDT,25/08/2010,69.55,Trading Economics
Official,Bangladesh,,BDT,26/08/2010,69.55,Trading Economics
Official,Bangladesh,,BDT,27/08/2010,69.55,Trading Economics
Official,Bangladesh,,BDT,30/08/2010,69.55,Trading Economics
Official,Bangladesh,,BDT,31/08/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,01/09/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,02/09/2010,69.58,Trading Economics
Official,Bangladesh,,BDT,03/09/2010,69.58,Trading Economics
Official,Bangladesh,,BDT,06/09/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,07/09/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,08/09/2010,69.15,Trading Economics
Official,Bangladesh,,BDT,09/09/2010,69,Trading Economics
Official,Bangladesh,,BDT,10/09/2010,69.05,Trading Economics
Official,Bangladesh,,BDT,13/09/2010,69.12,Trading Economics
Official,Bangladesh,,BDT,14/09/2010,69,Trading Economics
Official,Bangladesh,,BDT,15/09/2010,69.26,Trading Economics
Official,Bangladesh,,BDT,16/09/2010,69.58,Trading Economics
Official,Bangladesh,,BDT,17/09/2010,69.58,Trading Economics
Official,Bangladesh,,BDT,20/09/2010,69.6,Trading Economics
Official,Bangladesh,,BDT,21/09/2010,69.26,Trading Economics
Official,Bangladesh,,BDT,22/09/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,23/09/2010,69.21,Trading Economics
Official,Bangladesh,,BDT,24/09/2010,69.22,Trading Economics
Official,Bangladesh,,BDT,27/09/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,28/09/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,29/09/2010,69.4,Trading Economics
Official,Bangladesh,,BDT,30/09/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,01/10/2010,69.2,Trading Economics
Official,Bangladesh,,BDT,04/10/2010,70.5,Trading Economics
Official,Bangladesh,,BDT,05/10/2010,70,Trading Economics
Official,Bangladesh,,BDT,06/10/2010,70,Trading Economics
Official,Bangladesh,,BDT,07/10/2010,69.8,Trading Economics
Official,Bangladesh,,BDT,08/10/2010,70,Trading Economics
Official,Bangladesh,,BDT,11/10/2010,70.27,Trading Economics
Official,Bangladesh,,BDT,12/10/2010,69.55,Trading Economics
Official,Bangladesh,,BDT,13/10/2010,70.1,Trading Economics
Official,Bangladesh,,BDT,14/10/2010,70.1,Trading Economics
Official,Bangladesh,,BDT,15/10/2010,70.1,Trading Economics
Official,Bangladesh,,BDT,18/10/2010,70.1,Trading Economics
Official,Bangladesh,,BDT,19/10/2010,70.1,Trading Economics
Official,Bangladesh,,BDT,20/10/2010,70.1,Trading Economics
Official,Bangladesh,,BDT,21/10/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,22/10/2010,69.85,Trading Economics
Official,Bangladesh,,BDT,25/10/2010,70.65,Trading Economics
Official,Bangladesh,,BDT,26/10/2010,70.22,Trading Economics
Official,Bangladesh,,BDT,27/10/2010,70.08,Trading Economics
Official,Bangladesh,,BDT,28/10/2010,70.7,Trading Economics
Official,Bangladesh,,BDT,29/10/2010,70.7,Trading Economics
Official,Bangladesh,,BDT,01/11/2010,70.6,Trading Economics
Official,Bangladesh,,BDT,02/11/2010,70.52,Trading Economics
Official,Bangladesh,,BDT,03/11/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,04/11/2010,69.8,Trading Economics
Official,Bangladesh,,BDT,05/11/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,08/11/2010,70.33,Trading Economics
Official,Bangladesh,,BDT,09/11/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,10/11/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,11/11/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,12/11/2010,70.4,Trading Economics
Official,Bangladesh,,BDT,15/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,16/11/2010,69.85,Trading Economics
Official,Bangladesh,,BDT,17/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,18/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,19/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,22/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,23/11/2010,70.32,Trading Economics
Official,Bangladesh,,BDT,24/11/2010,70.35,Trading Economics
Official,Bangladesh,,BDT,25/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,26/11/2010,70.3,Trading Economics
Official,Bangladesh,,BDT,29/11/2010,70.35,Trading Economics
Official,Bangladesh,,BDT,30/11/2010,70.35,Trading Economics
Official,Bangladesh,,BDT,01/12/2010,70.35,Trading Economics
Official,Bangladesh,,BDT,02/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,03/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,06/12/2010,70.55,Trading Economics
Official,Bangladesh,,BDT,07/12/2010,70.55,Trading Economics
Official,Bangladesh,,BDT,08/12/2010,70.58,Trading Economics
Official,Bangladesh,,BDT,09/12/2010,70.6,Trading Economics
Official,Bangladesh,,BDT,10/12/2010,70.6,Trading Economics
Official,Bangladesh,,BDT,13/12/2010,70.63,Trading Economics
Official,Bangladesh,,BDT,14/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,15/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,16/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,17/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,20/12/2010,70.65,Trading Economics
Official,Bangladesh,,BDT,21/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,22/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,23/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,24/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,27/12/2010,70.65,Trading Economics
Official,Bangladesh,,BDT,28/12/2010,70.65,Trading Economics
Official,Bangladesh,,BDT,29/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,30/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,31/12/2010,70.45,Trading Economics
Official,Bangladesh,,BDT,03/01/2011,70.45,Trading Economics
Official,Bangladesh,,BDT,04/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,05/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,06/01/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,07/01/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,10/01/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,11/01/2011,70.75,Trading Economics
Official,Bangladesh,,BDT,12/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,13/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,14/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,17/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,18/01/2011,71,Trading Economics
Official,Bangladesh,,BDT,19/01/2011,71.07,Trading Economics
Official,Bangladesh,,BDT,20/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,21/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,24/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,25/01/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,26/01/2011,70.7,Trading Economics
Official,Bangladesh,,BDT,27/01/2011,70.7,Trading Economics
Official,Bangladesh,,BDT,28/01/2011,70.7,Trading Economics
Official,Bangladesh,,BDT,31/01/2011,70.6,Trading Economics
Official,Bangladesh,,BDT,01/02/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,02/02/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,03/02/2011,71.1,Trading Economics
Official,Bangladesh,,BDT,04/02/2011,71.1,Trading Economics
Official,Bangladesh,,BDT,07/02/2011,71.1,Trading Economics
Official,Bangladesh,,BDT,08/02/2011,71.1,Trading Economics
Official,Bangladesh,,BDT,09/02/2011,71.1,Trading Economics
Official,Bangladesh,,BDT,10/02/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,11/02/2011,70.95,Trading Economics
Official,Bangladesh,,BDT,14/02/2011,70.93,Trading Economics
Official,Bangladesh,,BDT,15/02/2011,70.92,Trading Economics
Official,Bangladesh,,BDT,16/02/2011,70.92,Trading Economics
Official,Bangladesh,,BDT,17/02/2011,70.92,Trading Economics
Official,Bangladesh,,BDT,18/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,21/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,22/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,23/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,24/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,25/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,28/02/2011,70.9,Trading Economics
Official,Bangladesh,,BDT,01/03/2011,71.28,Trading Economics
Official,Bangladesh,,BDT,02/03/2011,71.27,Trading Economics
Official,Bangladesh,,BDT,03/03/2011,71.47,Trading Economics
Official,Bangladesh,,BDT,04/03/2011,71.47,Trading Economics
Official,Bangladesh,,BDT,07/03/2011,71.45,Trading Economics
Official,Bangladesh,,BDT,08/03/2011,71.53,Trading Economics
Official,Bangladesh,,BDT,09/03/2011,71.53,Trading Economics
Official,Bangladesh,,BDT,10/03/2011,71.52,Trading Economics
Official,Bangladesh,,BDT,11/03/2011,71.5,Trading Economics
Official,Bangladesh,,BDT,14/03/2011,71.5,Trading Economics
Official,Bangladesh,,BDT,15/03/2011,71.5,Trading Economics
Official,Bangladesh,,BDT,16/03/2011,71.9,Trading Economics
Official,Bangladesh,,BDT,17/03/2011,71.9,Trading Economics
Official,Bangladesh,,BDT,18/03/2011,71.9,Trading Economics
Official,Bangladesh,,BDT,21/03/2011,71.9,Trading Economics
Official,Bangladesh,,BDT,22/03/2011,71.9,Trading Economics
Official,Bangladesh,,BDT,23/03/2011,72.55,Trading Economics
Official,Bangladesh,,BDT,24/03/2011,72.5,Trading Economics
Official,Bangladesh,,BDT,25/03/2011,72.5,Trading Economics
Official,Bangladesh,,BDT,28/03/2011,72.65,Trading Economics
Official,Bangladesh,,BDT,29/03/2011,72.7,Trading Economics
Official,Bangladesh,,BDT,30/03/2011,72.7,Trading Economics
Official,Bangladesh,,BDT,31/03/2011,72.5,Trading Economics
Official,Bangladesh,,BDT,01/04/2011,72.5,Trading Economics
Official,Bangladesh,,BDT,04/04/2011,72.75,Trading Economics
Official,Bangladesh,,BDT,05/04/2011,72.75,Trading Economics
Official,Bangladesh,,BDT,06/04/2011,72.78,Trading Economics
Official,Bangladesh,,BDT,07/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,08/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,11/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,12/04/2011,72.77,Trading Economics
Official,Bangladesh,,BDT,13/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,14/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,15/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,18/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,19/04/2011,72.82,Trading Economics
Official,Bangladesh,,BDT,20/04/2011,72.8,Trading Economics
Official,Bangladesh,,BDT,21/04/2011,72.82,Trading Economics
Official,Bangladesh,,BDT,22/04/2011,72.82,Trading Economics
Official,Bangladesh,,BDT,25/04/2011,72.79,Trading Economics
Official,Bangladesh,,BDT,26/04/2011,72.82,Trading Economics
Official,Bangladesh,,BDT,27/04/2011,72.93,Trading Economics
Official,Bangladesh,,BDT,28/04/2011,72.85,Trading Economics
Official,Bangladesh,,BDT,29/04/2011,72.85,Trading Economics
Official,Bangladesh,,BDT,02/05/2011,72.85,Trading Economics
Official,Bangladesh,,BDT,03/05/2011,72.92,Trading Economics
Official,Bangladesh,,BDT,04/05/2011,72.95,Trading Economics
Official,Bangladesh,,BDT,05/05/2011,73.1,Trading Economics
Official,Bangladesh,,BDT,06/05/2011,73.1,Trading Economics
Official,Bangladesh,,BDT,09/05/2011,73.1,Trading Economics
Official,Bangladesh,,BDT,10/05/2011,73.15,Trading Economics
Official,Bangladesh,,BDT,11/05/2011,73.1,Trading Economics
Official,Bangladesh,,BDT,12/05/2011,73.12,Trading Economics
Official,Bangladesh,,BDT,13/05/2011,73.12,Trading Economics
Official,Bangladesh,,BDT,16/05/2011,73.15,Trading Economics
Official,Bangladesh,,BDT,17/05/2011,73.15,Trading Economics
Official,Bangladesh,,BDT,18/05/2011,73.16,Trading Economics
Official,Bangladesh,,BDT,19/05/2011,73.1,Trading Economics
Official,Bangladesh,,BDT,20/05/2011,73.1,Trading Economics
Official,Bangladesh,,BDT,23/05/2011,73.3,Trading Economics
Official,Bangladesh,,BDT,24/05/2011,73.25,Trading Economics
Official,Bangladesh,,BDT,25/05/2011,73.25,Trading Economics
Official,Bangladesh,,BDT,26/05/2011,73.42,Trading Economics
Official,Bangladesh,,BDT,27/05/2011,73.42,Trading Economics
Official,Bangladesh,,BDT,30/05/2011,73.4,Trading Economics
Official,Bangladesh,,BDT,31/05/2011,73.55,Trading Economics
Official,Bangladesh,,BDT,01/06/2011,73.5,Trading Economics
Official,Bangladesh,,BDT,02/06/2011,73.55,Trading Economics
Official,Bangladesh,,BDT,03/06/2011,73.55,Trading Economics
Official,Bangladesh,,BDT,06/06/2011,73.75,Trading Economics
Official,Bangladesh,,BDT,07/06/2011,73.75,Trading Economics
Official,Bangladesh,,BDT,08/06/2011,73.75,Trading Economics
Official,Bangladesh,,BDT,09/06/2011,73.8,Trading Economics
Official,Bangladesh,,BDT,10/06/2011,73.8,Trading Economics
Official,Bangladesh,,BDT,13/06/2011,73.88,Trading Economics
Official,Bangladesh,,BDT,14/06/2011,73.9,Trading Economics
Official,Bangladesh,,BDT,15/06/2011,73.85,Trading Economics
Official,Bangladesh,,BDT,16/06/2011,73.85,Trading Economics
Official,Bangladesh,,BDT,17/06/2011,73.85,Trading Economics
Official,Bangladesh,,BDT,20/06/2011,73.85,Trading Economics
Official,Bangladesh,,BDT,21/06/2011,73.95,Trading Economics
Official,Bangladesh,,BDT,22/06/2011,73.95,Trading Economics
Official,Bangladesh,,BDT,23/06/2011,73.85,Trading Economics
Official,Bangladesh,,BDT,24/06/2011,73.85,Trading Economics
Official,Bangladesh,,BDT,27/06/2011,74.05,Trading Economics
Official,Bangladesh,,BDT,28/06/2011,74.05,Trading Economics
Official,Bangladesh,,BDT,29/06/2011,74.05,Trading Economics
Official,Bangladesh,,BDT,30/06/2011,74.2,Trading Economics
Official,Bangladesh,,BDT,01/07/2011,74.2,Trading Economics
